company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Rise Yoga & Wellbeing,https://www.rise-community.co.uk/,Yoga Studio,,,07877 535540,,"Farncombe, Godalming GU7 3EJ, UK",,Google Places,8,"Suitable for small group classes in a quiet, professional space.",wellness,5/5 (18 reviews)
The Fitness Hangout,http://www.thefitnesshangout.co.uk/,Fitness,,,07779 110773,,"1 Douglas Dr, Godalming GU7 1JX, UK",,Google Places,1,Large gym chain not suitable for small clinical space,wellness,5/5 (31 reviews)
Pilates at the Core,http://www.facebook.com/pilatesatthecore,Pilates Studio,,,07815 697655,,"Witley, Godalming GU8 5RH, UK",,Google Places,7,Small pilates studio suitable for group classes,wellness,
Clock Barn Studio,http://www.clockbarnstudio.com/,Fitness & Wellness,,,01483 414147,,"Hydestile, Godalming GU8 4AY, UK",,Google Places,5,Fitness-focused business that may not fully utilize the clinical space,wellness,
THE PILATES MOVEMENT - Guildford,https://www.thepilatesmovementstudio.co.uk/?utm_source=Google&utm_medium=Business%20Profile&utm_campaign=Local%20SEO,Pilates,,,01483 399382,,"41 Church Rd, Guildford GU1 4NQ, UK",,Google Places,8,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (112 reviews)
The Mummas Village Godalming,https://www.themummasvillage.co.uk/,Wellness,,hello@themummasvillage.co.uk,07739 230937,,"15 Queen St, Godalming GU7 1BA, UK",,Google Places,6,Wellness-focused but may be larger than suitable for Unit 8,wellness,5/5 (19 reviews)
HKôre Studios - Reformer Pilates,https://hkore.co.uk/,Pilates Studio,,,07411 948779,,"Surrey, Unit A",,Google Places,6,"Reformer Pilates can fit in a small space, but may require more room for group classes.",wellness,5/5 (2 reviews)
Surrey Yoga And Pilates,http://www.surreyyogaandpilates.com/,Yoga Studio,,,01483 563138,,"Shalford, Guildford GU4 8BU, UK",,Google Places,8,Suitable for group classes in a professional space,wellness,4.9/5 (143 reviews)
Yogacentred,https://www.yogacentred.co.uk/,Yoga and Wellness,,,07719 817000,,"Hydestile, Godalming GU8 4AY, UK",,Google Places,8,Small pilates/yoga studio suitable for group classes,wellness,5/5 (12 reviews)
kate leonard yoga,http://www.kateleonardyoga.com/,Yoga,,,,,"High St, Godalming GU7 1AZ, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,4.8/5 (6 reviews)
Hatha Yoga Classes,https://www.yogahub.co.uk/listing/united-kingdom/surrey/godalming/butterfly-yogi/,Yoga,,,,,"Farncombe, Godalming GU7 2HT, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,4/5 (1 reviews)
Godalming Goat Yoga,https://godalminggoatyoga.com/,yoga,,,,,"Milford, Godalming GU8 5DS, UK",,Google Places,6,Yoga studio may fit but could outgrow the space,wellness,5/5 (20 reviews)
Nourished Moves,https://www.nourishedmoves.com/,wellness coaching,,,07590 499747,,"Wiggins Yard, Godalming GU7 1HL, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (14 reviews)
Mind Body Co,https://www.mindbodysurrey.co.uk/,Massage Therapy,,,,,"1 Carlos St, Godalming GU7 1BP, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (21 reviews)
ZOGI Yoga,http://www.zogiyoga.com/,Yoga Studio,,,07980 817790,,"Shackleford, Godalming GU8 6AY, UK",,Google Places,8,Small yoga studio suitable for group classes in a quiet space,wellness,5/5 (1 reviews)
Sound Healing School UK Ltd. from Heron Moon,https://www.soundhealingschooluk.com/,Wellness,,,07718 906836,,"7 Cottage Walk, Godalming GU7 1DA, UK",,Google Places,6,Wellness-focused business that may benefit from a professional space but could be home-based or larger in the future.,wellness,5/5 (87 reviews)
LONDON MASSAGE 4U-Godalming,http://www.londonmassage4u.co.uk/,Massage Therapy,,,07553 144186,,"Bridge St, Godalming GU7 1HL, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (28 reviews)
Aroma Beauty & Massage Therapy,https://aroma-beautymassage.co.uk/,Massage Therapy,,info@aroma-beautymassage.co.uk,07988 447188,,"44 High St, Godalming GU7 1DY, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.3/5 (13 reviews)
Atchara Thai Spa and Massage,http://atcharathaispaandmassage.com/,Massage Therapy,,,07514 852477,,"Farncombe, Godalming GU7 3EJ, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (31 reviews)
Sansara Thai Spa,http://www.sansarathai.com/,Massage Therapy,,,07895 890894,,"140 High St, Godalming GU7 1AB, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.5/5 (29 reviews)
Senses & Beauty,https://www.sensesandbeauty.com/,Massage Therapy,,,01483 614258,,"4 Moss Ln, Godalming GU7 1EF, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (100 reviews)
On Cloud Nine Therapies,http://www.oncloudninetherapies.co.uk/,Massage Therapists,,,,,"Godalming GU7 2JW, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client treatments.",wellness,5/5 (2 reviews)
Mobile Sports Massage Godalming,http://www.godalmingsportsmassage.com/,Massage therapy,,,07970 906812,,"High St, Godalming GU7 1DY, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional space,wellness,5/5 (3 reviews)
Jeanettes Reflexology Room,http://jeanettesreflexologyroom.com/,Massage therapy,,,07543 936900,,"27 College Hill, Godalming GU7 1YA, UK",,Google Places,9,"Reflexology is a client-facing therapy that fits well in a professional, quiet space.",wellness,5/5 (15 reviews)
londonmassage4u,http://www.londonmassage4u.co.uk/,Massage Therapy,,,07786 971943,,"Catteshall Ln, Godalming GU7 1LF, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (1 reviews)
Room With A View,http://www.godalmingview.co.uk/,Massage Therapy,,,07792 211880,,"Summerhouse Cl, Godalming GU7 1PZ, UK",,Google Places,9,"Ideal for client-facing massage therapy in a quiet, professional space.",wellness,5/5 (22 reviews)
Elixir Massage Therapy,,Massage Therapy,,,07725 077744,,"146 High St, Godalming GU7 1AB, UK",,Google Places,9,Ideal for client-facing massage therapy practice in a professional setting,wellness,
Lesley Jones,http://ljsm.co.uk/,Massage Therapy,,,07967 196424,,"3 South Hill, Godalming GU7 1JT, UK",,Google Places,9,Ideal for client-facing massage therapy in a quiet professional space,wellness,5/5 (5 reviews)
Josh Barrow Acupuncture,https://www.joshbarrow.com/,Acupuncture,,hello@joshbarrow.com,01252 268802,,"Bridge St, Godalming GU7 1HL, UK",,Google Places,9,"Acupuncture practice fits well in a small, professional space for client-facing health services.",wellness,5/5 (1 reviews)
Claire Arthur Acupuncture,,Acupuncture,,,07969 770356,,"27 Duncombe Rd, Godalming GU7 1SF, UK",,Google Places,9,"Acupuncture requires a quiet, professional space for client consultations and treatments.",wellness,
Dartmouth Acupuncture and Homeopathy,,Acupuncture and Homeopathy,,,01803 712879,,"6 Parkfield, Godalming GU7 1TP, UK",,Google Places,9,Suitable for client-facing health practices with a focus on wellness and alternative therapies.,wellness,
Surrey Acupuncture,http://www.surreyacupuncture.co.uk/,Acupuncture,,pauljohnsonacupuncture@gmail.com,01428 683460,,"Chiddingfold, Godalming GU8 4RH, UK",,Google Places,9,Acupuncture is a client-facing health practice that fits well in a professional space.,wellness,5/5 (9 reviews)
Serenity - Holistic Therapies,https://www.serenity-holistictherapies.co.uk/,Holistic Health,,serenitygoodhealth@gmail.com,07748 977535,,"Meadrow, Godalming GU7 3HP, UK",,Google Places,9,"Holistic health practitioners are well-suited for a small, professional space.",wellness,
Clare Badrick Health Transformation,http://www.clarebadrick.co.uk/,wellness coaching,,,07531 884996,,"Borough Rd, Godalming GU7 2AE, UK",,Google Places,6,Wellness coaching may fit but could outgrow the space,wellness,5/5 (6 reviews)
Zenergetics Bioresonance London & Surrey,https://www.zenergetics.com/,Health & Wellness,,,01483 418103,,"Bridge St, Godalming GU7 1HL, UK",,Google Places,8,Suitable for client-facing health/wellness practices with a focus on bioresonance therapy,wellness,5/5 (3 reviews)
Sereiki Reiki,http://www.sereiki.com/,Holistic health practitioners,,,07539 203927,,"Manor Gardens, Godalming GU7 3LL, UK",,Google Places,9,Reiki is a client-facing wellness practice that fits well in a professional space.,wellness,5/5 (26 reviews)
The Willow Clinic,http://thewillowclinic.com/,Health & Wellness Clinic,,,01483 893976,,"Wonersh, Guildford GU5 0SE, UK",,Google Places,9,"The Willow Clinic fits well as a client-facing health and wellness practice, suitable for the professional space.",clinic-target,5/5 (33 reviews)
Intuitive Mindfulness,,Health & Wellness,,,01483 422032,,"The Horseshoe, Godalming GU7 2LL, UK",,Google Places,8,Suitable for client-facing wellness practices like mindfulness coaching.,wellness,
Nature's Healing,http://www.natureshealingbybecca.com/,Massage Therapy,,info@natureshealinguk.com,,,"Wiggins Yard, Godalming GU7 1HP, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional space,wellness,5/5 (5 reviews)
Soleful Oak Clinical Reflexology and Holistic Therapy,http://solefuloak.co.uk/,Massage therapists,,,07818 403120,,"Shalford, Guildford GU4 8JN, UK",,Google Places,9,Suitable for client-facing health/wellness practices and offers massage therapy.,wellness,5/5 (30 reviews)
Godalming Leisure Centre,https://www.everyoneactive.com/centre/godalming-leisure-centre/,Fitness & Wellness,,,01483 410500,,"Farncombe, Godalming GU7 3BH, UK",,Google Places,1,Large gym chain not suitable for small professional space,wellness,4.1/5 (219 reviews)
Natural Light Wellness Spa,https://natural-light-surrey.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,wellness,,,01483 664860,https://uk.linkedin.com/in/katiecheesemannaturallight,"Egerton Rd, Guildford GU2 7XZ, UK",,Google Places,6,Wellness spa may fit but could be too large for the space,wellness,4.5/5 (107 reviews)
The Luxury Touch,https://www.theluxurytouch.co/,Health & Wellness,,,07470 001966,,"11A Latimer Rd, Godalming GU7 1BL, UK",,Google Places,7,Wellness-focused business that may benefit from a professional space but could potentially outgrow it.,wellness,5/5 (7 reviews)
The Fountain Beauty Therapy,https://fountainbeauty.co.uk/,Beauty Therapy,,relax@fountainbeauty.co.uk,01483 527439,,"Hurtmore, Godalming GU7 2RL, UK",,Google Places,6,"Wellness and spa services fit well in a professional space, but may not require clinical features.",wellness,5/5 (176 reviews)
Godalming Hypnotherapy & Coaching,,Hypnotherapy,,,07879 332394,,"68 Farncombe St, Godalming GU7 3LN, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (2 reviews)
Let Me Hypnotherapy,https://letmehypnotherapy.com/,Hypnotherapy,,,07583 202785,,"Hascombe Rd, Godalming GU8 4AE, UK",,Google Places,9,"Hypnotherapy is a client-facing health practice suitable for a quiet, professional space.",wellness,5/5 (4 reviews)
My Best Me Hypnotherapy,,Hypnotherapy,,,07532 303363,,"Hurtmore Rd, Godalming GU7 2DY, UK",,Google Places,8,Hypnotherapy is a client-facing wellness practice that fits well in a professional space.,wellness,5/5 (6 reviews)
Hypnotherapy and Life Coaching Surrey,https://www.laurieharvey.co.uk/,Hypnotherapy and Life Coaching,,,,,"Bridge St, Godalming GU7 1HL, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,
Donald Hamilton Hypnotherapy,https://www.donaldhamiltonhypnotherapy.com/,Hypnotherapy,,,07785 258636,,"Milford, Godalming GU8 5BQ, UK",,Google Places,8,Hypnotherapy is a client-facing health practice suitable for a quiet professional space.,wellness,5/5 (2 reviews)
"Nicky Anstey, Transform to Perform Coaching - Executive Coach and Therapist",https://transformtoperformcoaching.com/,Coaching and Therapy,,,07795 467090,https://www.linkedin.com/in/nickyanstey/,"Elstead, Godalming GU8 6EL, UK",200,Google Places,5,"Currently home-based looking to upgrade, but may not fully utilize the space.",wellness,5/5 (13 reviews)
Birth Reborn Hypnobirthing,http://www.birthreborn.co.uk/,Hypnobirthing,,,07500 709351,,"Godalming GU7 3EU, UK",,Google Places,7,"Suitable for client-facing wellness practices, but may not require a full clinical space.",wellness,5/5 (5 reviews)
Diana Hypnotherapy,,Hypnotherapy,,,07788 602520,,"93 Peperharow Rd, Godalming GU7 2PN, UK",,Google Places,9,"Hypnotherapy is a client-facing health practice that fits well in a professional, quiet space.",wellness,
Beau Honey Hypnotherapy,http://www.beauhoney.com/,Hypnotherapy,,,07767 618194,,"Wonersh, Guildford GU5 0PH, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional space.,wellness,5/5 (27 reviews)
Mind-Body Wellness,https://mind-bodywellness.co.uk/,Health & Wellness,,nicky@mind-bodywellness.co.uk,07795 467090,,"Elstead, Godalming GU8 6EL, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (2 reviews)
Anna Humphris Coaching - Rediscover YOU,https://www.annahumphriscoaching.co.uk/,Wellness Coaching,,anna@rediscoveryou.uk,07944 129122,https://www.linkedin.com/in/anna-humphris/,"127 Peperharow Rd, Godalming GU7 2PW, UK",,Google Places,6,Wellness coaching fits well but may not require clinical space,wellness,5/5 (6 reviews)
Verhage Holistic,https://verhage-holistic.co.uk/,Holistic Health,,info@verhage-holistics.co.uk,01483 811049,,"Compton, Guildford GU3 1JH, UK",,Google Places,9,"Holistic health practitioners are well-suited for a quiet, professional space for client interactions.",wellness,5/5 (4 reviews)
Searching Solutions,,Health & Wellness Coaching,,,07917 162040,,"19 Latimer Rd, Godalming GU7 1BW, UK",,Google Places,6,"Potentially suitable for wellness coaching, but may not fully utilize the space.",wellness,
Calmer Thoughts,http://www.calmerthoughts.com/,Health & Wellness,,amanda.tvv@calmerthoughts.com,07730 096653,,"Kings Rd, Cranleigh GU6 7JQ, UK",,Google Places,8,Suitable for therapeutic practices and client-facing wellness services,wellness,5/5 (55 reviews)
Gemma Anne Hypnotherapy,,Hypnotherapy,,,07904 386880,,"Shalford, Guildford GU4 8DD, UK",,Google Places,8,Suitable for client-facing health practice in a quiet space,wellness,5/5 (2 reviews)
rewired Therapy,http://www.rewiredtherapy.co.uk/,Therapy,,bob@rewiredtherapy.co.uk,07867 483069,,"27 Gateways, Guildford GU1 2LF, UK",,Google Places,9,Suitable for client-facing health/wellness practices,wellness,5/5 (35 reviews)
Carolyn Holmes Nutrition,http://carolynholmes.co.uk/,Nutritionist,,,07899 954531,,"Bridge St, Godalming GU7 1HL, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,
FoodFlexibility,https://www.foodflexibility.co.uk/,Nutritionists or wellness coaches,,,07973 148879,,"Forsyth’s Home Farm, Godalming GU8 6AD, UK",,Google Places,5,Wellness-focused but may not require clinical space,wellness,5/5 (26 reviews)
Hedgerow Health,https://www.hedgerowhealth.co.uk/contact-1,Health & Wellness,,,07756 151819,,"High St, Godalming GU7 1HW, UK",,Google Places,8,Suitable for health and wellness practices with a focus on client-facing services.,wellness,
BIG B Sports & Bodybuilding Nutrition,,Retail,,,07563 290613,,"62A Town End St, Godalming GU7 1BH, UK",,Google Places,3,Retail-focused business selling sports and bodybuilding nutrition products,wellness,
Annie Williams Homeopath and Nutritionist,,Homeopathy and Nutrition,,,01483 428680,,"16 Church St, Godalming GU7 1EW, UK",,Google Places,7,"Homeopathy and nutrition fit well in a professional space, but may not require clinical facilities.",wellness,
